# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_sequence_feature	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_structural_interaction_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
FBXO7	ENSG00000100225	ENST00000420700	nonsense_mediated_decay	0	0	0	99	1	0	2	0	0	0	0	18	0	66	0	0	0	0	0	0	0	0	0	0	0	12
FBXO7	ENSG00000100225	ENST00000425028	nonsense_mediated_decay	0	0	0	98	2	0	1	0	0	0	0	18	0	65	0	0	0	0	0	0	0	0	0	0	0	12
FBXO7	ENSG00000100225	ENST00000444207	protein_coding	1	0	0	52	0	0	0	0	0	0	0	19	0	19	0	0	0	0	0	0	1	0	0	0	0	14
FBXO7	ENSG00000100225	ENST00000452138	protein_coding	0	2	1	96	0	1	1	0	0	0	0	18	0	64	1	0	0	0	0	0	0	0	0	0	1	13
FBXO7	ENSG00000100225	ENST00000465418	processed_transcript	0	0	0	28	0	0	0	0	0	0	0	8	0	3	0	1	0	0	0	0	0	0	0	0	0	16
FBXO7	ENSG00000100225	ENST00000484607	retained_intron	0	0	0	44	0	0	0	0	0	0	0	17	0	11	0	2	0	0	0	0	0	0	0	0	0	14
FBXO7	ENSG00000100225	ENST00000492535	retained_intron	0	0	0	98	0	0	0	0	0	0	0	18	0	42	0	25	0	0	0	0	0	0	0	0	0	13
FBXW4P1	ENSG00000230701	ENST00000426721	processed_pseudogene	0	0	0	12	0	0	0	0	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	4
FLJ41941	ENSG00000235295	ENST00000443243	lincRNA	0	1	0	71	0	0	0	0	0	0	0	25	0	13	0	8	0	0	0	1	0	0	0	0	0	26
FOXRED2	ENSG00000100350	ENST00000216187	protein_coding	0	2	3	71	6	0	1	0	0	0	0	12	0	43	3	0	0	0	0	0	0	0	0	0	2	9
FOXRED2	ENSG00000100350	ENST00000366463	retained_intron	0	0	0	55	0	0	0	0	0	0	0	9	0	24	0	8	0	0	0	0	0	0	0	0	0	14
FOXRED2	ENSG00000100350	ENST00000397223	protein_coding	0	2	3	67	0	0	0	0	0	0	0	14	0	40	3	0	0	0	0	0	0	0	0	0	2	13
FOXRED2	ENSG00000100350	ENST00000397224	protein_coding	0	2	3	72	8	0	0	0	0	0	0	11	0	44	3	0	0	0	0	0	0	0	0	0	2	9
FOXRED2	ENSG00000100350	ENST00000423980	protein_coding	0	1	0	21	0	0	0	0	0	0	0	9	0	4	0	0	0	0	0	1	0	0	0	0	0	9
FP325331.1	ENSG00000278881	ENST00000623531	protein_coding	0	1	0	12	2	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5
FUNDC2P4	ENSG00000227009	ENST00000441207	processed_pseudogene	0	0	0	24	0	0	0	0	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	0	0	8
GAB4	ENSG00000215568	ENST00000400588	protein_coding	0	2	0	90	1	0	0	0	0	0	0	15	0	61	0	0	0	0	0	2	0	0	0	0	1	14
GAB4	ENSG00000215568	ENST00000465611	nonsense_mediated_decay	0	2	0	89	3	0	0	0	0	0	0	15	0	59	0	0	0	0	0	2	0	0	0	0	0	13
GAB4	ENSG00000215568	ENST00000520505	processed_transcript	0	1	0	22	0	0	0	0	0	0	0	10	0	3	0	1	0	0	0	1	0	0	0	0	0	9
GAB4	ENSG00000215568	ENST00000523144	processed_transcript	0	1	0	75	0	0	0	0	0	0	0	8	0	55	0	0	0	0	0	1	0	0	0	0	0	13
GAL3ST1	ENSG00000128242	ENST00000338911	protein_coding	0	0	1	10	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	5
GAL3ST1	ENSG00000128242	ENST00000401975	protein_coding	0	0	1	24	0	0	0	0	0	0	0	3	0	13	1	0	0	0	0	0	0	0	0	0	0	8
GAL3ST1	ENSG00000128242	ENST00000402321	protein_coding	0	0	1	24	0	0	1	0	0	0	0	3	0	13	1	0	0	0	0	0	0	0	0	0	0	7
GAL3ST1	ENSG00000128242	ENST00000402369	protein_coding	0	0	1	31	0	0	0	0	0	0	0	3	0	23	1	0	0	0	0	0	0	0	0	0	0	5
GAL3ST1	ENSG00000128242	ENST00000406361	protein_coding	0	0	1	31	0	0	0	0	0	0	0	3	0	23	1	0	0	0	0	0	0	0	0	0	0	5
GAL3ST1	ENSG00000128242	ENST00000406955	protein_coding	0	0	1	17	0	0	0	0	0	0	0	3	0	7	1	0	0	0	0	0	0	0	0	0	0	7
GAL3ST1	ENSG00000128242	ENST00000411821	protein_coding	0	0	1	28	0	0	0	0	0	0	0	3	0	23	1	0	0	0	0	0	0	0	0	0	0	2
GAL3ST1	ENSG00000128242	ENST00000416358	protein_coding	0	0	1	28	0	0	0	0	0	0	0	3	0	23	1	0	0	0	0	0	0	0	0	0	0	2
GAL3ST1	ENSG00000128242	ENST00000423299	protein_coding	0	0	1	24	0	0	0	0	0	0	0	3	0	13	1	0	0	0	0	0	0	0	0	0	0	8
GAL3ST1	ENSG00000128242	ENST00000423371	protein_coding	0	0	1	28	0	0	0	0	0	0	0	3	0	23	1	0	0	0	0	0	0	0	0	0	0	2
GAL3ST1	ENSG00000128242	ENST00000426220	protein_coding	0	0	1	28	0	0	0	0	0	0	0	3	0	23	1	0	0	0	0	0	0	0	0	0	0	2
GAL3ST1	ENSG00000128242	ENST00000427899	protein_coding	0	0	1	17	0	0	0	0	0	0	0	3	0	7	1	0	0	0	0	0	0	0	0	0	0	7
GAL3ST1	ENSG00000128242	ENST00000428682	protein_coding	0	0	1	24	0	0	0	0	0	0	0	3	0	13	1	0	0	0	0	0	0	0	0	0	0	8
GAL3ST1	ENSG00000128242	ENST00000431313	protein_coding	0	0	1	30	0	0	0	0	0	0	0	3	0	23	1	0	0	0	0	0	0	0	0	0	0	4
GAL3ST1	ENSG00000128242	ENST00000437282	protein_coding	0	0	1	17	0	0	0	0	0	0	0	3	0	7	1	0	0	0	0	0	0	0	0	0	0	7
GAL3ST1	ENSG00000128242	ENST00000441967	protein_coding	0	0	1	25	0	0	0	0	0	0	0	3	0	14	1	0	0	0	0	0	0	0	0	0	0	8
GAL3ST1	ENSG00000128242	ENST00000443136	protein_coding	0	0	1	28	0	0	0	0	0	0	0	3	0	23	1	0	0	0	0	0	0	0	0	0	0	2
GAL3ST1	ENSG00000128242	ENST00000445645	protein_coding	0	0	1	28	0	0	0	0	0	0	0	3	0	23	1	0	0	0	0	0	0	0	0	0	0	2
GAL3ST1	ENSG00000128242	ENST00000447224	protein_coding	0	0	1	17	0	0	0	0	0	0	0	3	0	7	1	0	0	0	0	0	0	0	0	0	0	7
GAL3ST1	ENSG00000128242	ENST00000448604	protein_coding	0	0	1	28	0	0	0	0	0	0	0	3	0	23	1	0	0	0	0	0	0	0	0	0	0	2
GAL3ST1	ENSG00000128242	ENST00000452827	protein_coding	0	0	1	17	0	0	0	0	0	0	0	3	0	7	1	0	0	0	0	0	0	0	0	0	0	7
GAL3ST1	ENSG00000128242	ENST00000453479	protein_coding	0	0	1	10	0	0	0	0	0	0	0	3	0	2	1	0	0	0	0	0	0	0	0	0	0	5
GALR3	ENSG00000128310	ENST00000249041	protein_coding	0	2	0	20	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	2	12
GAPDHP37	ENSG00000231907	ENST00000442317	processed_pseudogene	0	0	0	17	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	13
GAS2L1	ENSG00000185340	ENST00000406549	protein_coding	0	0	0	15	0	0	0	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	6
GAS2L1	ENSG00000185340	ENST00000416823	protein_coding	0	0	0	9	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	4
GAS2L1	ENSG00000185340	ENST00000428622	protein_coding	0	0	0	9	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	4
GAS2L1	ENSG00000185340	ENST00000487341	retained_intron	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	6
GAS2L1	ENSG00000185340	ENST00000491016	retained_intron	0	0	0	9	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4
GAS2L1	ENSG00000185340	ENST00000610653	protein_coding	0	0	0	15	1	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	6
GAS2L1	ENSG00000185340	ENST00000611648	protein_coding	0	1	0	14	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1	6
GAS2L1	ENSG00000185340	ENST00000616432	protein_coding	0	1	0	14	0	0	2	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1	4
GAS2L1	ENSG00000185340	ENST00000618518	protein_coding	0	1	0	14	0	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	6
GAS2L1	ENSG00000185340	ENST00000621062	protein_coding	0	1	0	14	0	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1	6
GATSL3	ENSG00000239282	ENST00000404953	protein_coding	0	0	0	14	2	0	1	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	3
GATSL3	ENSG00000239282	ENST00000407689	protein_coding	0	0	0	14	2	0	1	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	3
GATSL3	ENSG00000239282	ENST00000415484	nonsense_mediated_decay	0	0	0	13	0	0	1	0	0	0	0	7	0	2	0	0	0	0	0	0	0	0	0	0	0	3
GATSL3	ENSG00000239282	ENST00000421236	nonsense_mediated_decay	0	0	0	14	0	0	1	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	3
GATSL3	ENSG00000239282	ENST00000425691	nonsense_mediated_decay	0	1	0	12	0	0	1	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	1	3
GATSL3	ENSG00000239282	ENST00000440704	nonsense_mediated_decay	0	1	0	11	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	1	4
GATSL3	ENSG00000239282	ENST00000440839	nonsense_mediated_decay	0	0	0	14	0	0	1	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	3
GATSL3	ENSG00000239282	ENST00000459785	processed_transcript	0	0	0	13	0	0	0	0	0	0	0	6	0	1	0	2	0	0	0	0	0	0	0	0	0	4
GATSL3	ENSG00000239282	ENST00000463795	retained_intron	0	0	0	13	0	0	0	0	0	0	0	7	0	2	0	1	0	0	0	0	0	0	0	0	0	3
GATSL3	ENSG00000239282	ENST00000464854	processed_transcript	0	0	0	12	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	5
GATSL3	ENSG00000239282	ENST00000471480	retained_intron	0	0	0	13	0	0	0	0	0	0	0	7	0	2	0	1	0	0	0	0	0	0	0	0	0	3
GATSL3	ENSG00000239282	ENST00000492159	retained_intron	0	0	0	12	0	0	0	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	5
GATSL3	ENSG00000239282	ENST00000497605	retained_intron	0	0	0	13	0	0	0	0	0	0	0	7	0	2	0	1	0	0	0	0	0	0	0	0	0	3
GATSL3	ENSG00000239282	ENST00000498572	processed_transcript	0	0	0	12	0	0	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	3
GCAT	ENSG00000100116	ENST00000248924	protein_coding	0	0	1	28	1	0	0	0	0	0	0	12	0	6	1	0	0	0	0	0	0	0	0	0	0	9
GCAT	ENSG00000100116	ENST00000323205	protein_coding	0	0	1	29	1	0	0	0	0	0	0	12	0	7	1	0	0	0	0	0	0	0	0	0	0	9
GCAT	ENSG00000100116	ENST00000415371	processed_transcript	0	0	0	21	0	0	0	0	0	0	0	8	0	3	0	1	0	0	0	0	0	0	0	0	0	9
GCAT	ENSG00000100116	ENST00000426858	nonsense_mediated_decay	0	0	1	24	0	0	0	0	0	0	0	11	0	4	1	0	0	0	0	0	0	0	0	0	0	9
GCAT	ENSG00000100116	ENST00000445195	protein_coding	0	0	1	20	0	0	0	0	0	0	0	8	0	3	1	0	0	0	0	0	0	0	0	0	0	9
GCAT	ENSG00000100116	ENST00000451984	protein_coding	0	0	1	20	0	0	0	0	0	0	0	8	0	3	1	0	0	0	0	0	0	0	0	0	0	9
GCAT	ENSG00000100116	ENST00000478203	retained_intron	0	0	0	21	0	0	0	0	0	0	0	8	0	3	0	1	0	0	0	0	0	0	0	0	0	9
GGA1	ENSG00000100083	ENST00000325180	protein_coding	0	2	0	27	0	0	0	0	0	0	0	5	0	19	0	0	2	0	0	0	0	0	0	0	0	3
GGA1	ENSG00000100083	ENST00000326597	protein_coding	0	0	0	18	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	7
GGA1	ENSG00000100083	ENST00000343632	protein_coding	0	2	0	28	0	0	0	0	0	0	0	5	0	19	0	0	2	0	0	0	0	0	0	0	0	4
GGA1	ENSG00000100083	ENST00000381756	protein_coding	0	2	0	27	0	0	0	0	0	0	0	5	0	19	0	0	2	0	0	0	0	0	0	0	0	3
GGA1	ENSG00000100083	ENST00000405147	protein_coding	0	0	0	19	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	3
GGA1	ENSG00000100083	ENST00000406772	protein_coding	0	1	0	27	0	0	0	0	0	0	0	5	0	19	0	0	1	0	0	0	0	0	0	0	0	3
GGA1	ENSG00000100083	ENST00000411501	protein_coding	0	0	0	19	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	3
GGA1	ENSG00000100083	ENST00000413251	protein_coding	0	0	0	17	0	0	1	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	12
GGA1	ENSG00000100083	ENST00000423024	protein_coding	0	0	0	17	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	13
GGA1	ENSG00000100083	ENST00000429218	protein_coding	0	0	0	20	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	3
GGA1	ENSG00000100083	ENST00000431745	protein_coding	0	0	0	19	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	3
GGA1	ENSG00000100083	ENST00000439161	protein_coding	0	0	0	19	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	3
GGA1	ENSG00000100083	ENST00000447515	protein_coding	0	0	0	19	0	0	0	0	0	0	0	1	0	15	0	0	0	0	0	0	0	0	0	0	0	3
GGA1	ENSG00000100083	ENST00000449944	protein_coding	0	0	0	20	0	0	0	0	0	0	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	3
GGA1	ENSG00000100083	ENST00000453208	protein_coding	0	0	0	19	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	3
GGA1	ENSG00000100083	ENST00000460957	retained_intron	0	0	0	8	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	2
GGA1	ENSG00000100083	ENST00000463672	retained_intron	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GGA1	ENSG00000100083	ENST00000475445	retained_intron	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GGA1	ENSG00000100083	ENST00000481613	retained_intron	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
GGA1	ENSG00000100083	ENST00000484804	processed_transcript	0	0	0	18	0	0	0	0	0	0	0	2	0	13	0	0	0	0	0	0	0	0	0	0	0	3
GGA1	ENSG00000100083	ENST00000488672	processed_transcript	0	0	0	18	0	0	0	0	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	4
GGA1	ENSG00000100083	ENST00000489772	retained_intron	0	0	0	19	0	0	0	0	0	0	0	1	0	14	0	1	0	0	0	0	0	0	0	0	0	3
GGA1	ENSG00000100083	ENST00000491295	retained_intron	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
GGT1	ENSG00000100031	ENST00000248923	protein_coding	0	0	0	24	0	0	1	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0	0	8
GGT1	ENSG00000100031	ENST00000400380	protein_coding	0	0	0	11	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	2
GGT1	ENSG00000100031	ENST00000400382	protein_coding	0	0	0	11	0	0	1	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	2
GGT1	ENSG00000100031	ENST00000401885	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GGT1	ENSG00000100031	ENST00000403838	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GGT1	ENSG00000100031	ENST00000404223	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GGT1	ENSG00000100031	ENST00000404532	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GGT1	ENSG00000100031	ENST00000404920	protein_coding	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GGT1	ENSG00000100031	ENST00000411974	protein_coding	0	0	0	11	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	3
GGT1	ENSG00000100031	ENST00000412658	protein_coding	0	0	0	11	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	0	2
GGT1	ENSG00000100031	ENST00000412898	protein_coding	0	0	0	6	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
GGT1	ENSG00000100031	ENST00000419133	protein_coding	0	0	0	8	0	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2
GGT1	ENSG00000100031	ENST00000425895	nonsense_mediated_decay	0	0	0	9	0	0	1	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000428855	protein_coding	0	0	0	4	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000430289	protein_coding	0	0	0	6	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2
GGT1	ENSG00000100031	ENST00000432867	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000438643	protein_coding	0	0	0	6	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	2
GGT1	ENSG00000100031	ENST00000445029	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
GGT1	ENSG00000100031	ENST00000447416	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000451366	protein_coding	0	0	0	4	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
GGT1	ENSG00000100031	ENST00000452551	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
GGT1	ENSG00000100031	ENST00000455483	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2
GGT1	ENSG00000100031	ENST00000456869	protein_coding	0	0	0	11	0	0	1	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	3
GGT1	ENSG00000100031	ENST00000466310	processed_transcript	0	0	0	5	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	2
GGT1	ENSG00000100031	ENST00000474191	processed_transcript	0	0	0	6	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	1
GGT1	ENSG00000100031	ENST00000487766	retained_intron	0	0	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4
GGT1	ENSG00000100031	ENST00000490087	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GGT2	ENSG00000133475	ENST00000401924	protein_coding	0	0	0	16	0	0	0	0	0	0	0	3	0	12	0	0	0	0	0	0	0	0	0	0	0	1
GGT2	ENSG00000133475	ENST00000405188	protein_coding	0	0	0	16	0	0	0	0	0	0	0	3	0	11	0	0	0	0	0	0	0	0	0	0	0	2
GGT2	ENSG00000133475	ENST00000424627	protein_coding	0	0	0	15	0	0	0	0	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0	0	0	1
GGT3P	ENSG00000197421	ENST00000412448	processed_transcript	0	0	0	11	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
GGT3P	ENSG00000197421	ENST00000430306	processed_transcript	0	0	0	11	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	0
GGT3P	ENSG00000197421	ENST00000445651	processed_transcript	0	0	0	22	0	0	0	0	0	0	0	2	0	13	0	0	0	0	0	0	0	0	0	0	0	7
GGT3P	ENSG00000197421	ENST00000453783	transcribed_unprocessed_pseudogene	0	0	0	8	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
GGT5	ENSG00000099998	ENST00000263112	protein_coding	0	1	0	65	0	0	0	0	0	0	0	12	0	44	0	0	0	0	0	0	0	0	0	0	1	9
GGT5	ENSG00000099998	ENST00000327365	protein_coding	0	1	0	65	0	0	0	0	0	0	0	12	0	44	0	0	0	0	0	0	0	0	0	0	1	9
GGT5	ENSG00000099998	ENST00000398292	protein_coding	0	1	0	65	0	0	0	0	0	0	0	12	0	44	0	0	0	0	0	0	0	0	0	0	1	9
GGT5	ENSG00000099998	ENST00000424217	protein_coding	0	0	0	42	0	0	0	0	0	0	0	7	0	26	0	0	0	0	0	0	0	0	0	0	0	9
GGT5	ENSG00000099998	ENST00000425408	protein_coding	0	0	0	29	0	0	0	0	0	0	0	12	0	12	0	0	0	0	0	0	0	0	0	0	0	5
GGT5	ENSG00000099998	ENST00000623756	retained_intron	0	0	0	30	0	0	0	0	0	0	0	14	0	0	0	7	0	0	0	0	0	0	0	0	0	9
GGTLC2	ENSG00000100121	ENST00000417145	retained_intron	0	0	0	31	0	0	0	0	0	0	0	14	0	1	0	3	0	0	0	0	0	0	0	0	0	13
GGTLC2	ENSG00000100121	ENST00000448514	protein_coding	0	1	1	28	0	0	0	0	0	0	0	13	0	1	1	0	0	0	0	0	0	0	0	0	1	14
GGTLC2	ENSG00000100121	ENST00000480559	protein_coding	0	1	1	28	0	0	0	0	0	0	0	13	0	1	1	0	0	0	0	0	0	0	0	0	1	14
GGTLC2	ENSG00000100121	ENST00000613850	protein_coding	0	1	1	29	0	0	1	0	0	0	0	14	0	1	1	0	0	0	0	0	0	0	0	0	1	13
GGTLC2	ENSG00000100121	ENST00000618722	protein_coding	0	1	1	30	0	0	2	0	0	0	0	14	0	9	1	0	0	0	0	0	0	0	0	0	1	5
GGTLC4P	ENSG00000230712	ENST00000402176	unprocessed_pseudogene	0	0	0	19	0	0	0	0	0	0	0	9	0	0	0	3	0	0	0	0	0	0	0	0	0	7
GGTLC5P	ENSG00000276160	ENST00000617623	unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
GNAZ	ENSG00000128266	ENST00000479571	processed_transcript	0	0	0	27	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	11
GNAZ	ENSG00000128266	ENST00000492538	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	2
GNAZ	ENSG00000128266	ENST00000615612	protein_coding	0	0	0	44	4	0	0	0	0	0	0	15	0	22	0	0	0	0	0	0	0	0	0	0	0	3
GNB1L	ENSG00000185838	ENST00000329517	protein_coding	0	0	2	46	2	0	0	0	0	0	0	1	0	41	2	0	0	0	0	0	0	0	0	0	0	2
GNB1L	ENSG00000185838	ENST00000403325	protein_coding	0	0	2	44	0	0	0	0	0	0	0	1	0	41	2	0	0	0	0	0	0	0	0	0	0	2
GNB1L	ENSG00000185838	ENST00000405009	protein_coding	0	0	1	45	0	0	0	0	0	0	0	1	0	42	1	0	0	0	0	0	0	0	0	0	0	2
GNB1L	ENSG00000185838	ENST00000453108	protein_coding	0	0	1	38	0	0	0	0	0	0	0	1	0	35	1	0	0	0	0	0	0	0	0	0	0	2
GNB1L	ENSG00000185838	ENST00000460402	processed_transcript	0	0	0	46	0	0	0	0	0	0	0	1	0	42	0	1	0	0	0	0	0	0	0	0	0	2
GNB1L	ENSG00000185838	ENST00000481086	processed_transcript	0	0	0	43	0	0	0	0	0	0	0	2	0	39	0	0	0	0	0	0	0	0	0	0	0	2
GOLGA2P4	ENSG00000229608	ENST00000441462	unprocessed_pseudogene	0	0	0	24	0	0	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0	13
GP1BB	ENSG00000203618	ENST00000366425	protein_coding	0	0	0	8	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPM6BP3	ENSG00000234121	ENST00000442797	processed_pseudogene	0	0	0	35	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	19
GRAMD4	ENSG00000075240	ENST00000361034	protein_coding	0	1	0	49	2	0	0	0	0	0	0	2	0	44	0	0	0	0	0	0	0	0	0	0	1	1
GRAMD4	ENSG00000075240	ENST00000406902	protein_coding	0	1	0	76	2	0	1	0	0	0	0	2	0	45	0	0	0	0	0	0	0	0	0	0	1	26
GRAMD4	ENSG00000075240	ENST00000408031	protein_coding	0	0	0	8	2	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	3
GRAMD4	ENSG00000075240	ENST00000431155	protein_coding	0	0	0	223	0	0	0	0	0	0	0	3	0	199	0	0	0	0	0	0	0	0	0	0	0	21
GRAMD4	ENSG00000075240	ENST00000447351	protein_coding	0	0	0	247	0	0	0	0	0	0	0	10	0	217	0	0	0	0	0	0	0	0	0	0	0	20
GRAMD4	ENSG00000075240	ENST00000456069	protein_coding	0	0	0	12	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	4
GRAMD4	ENSG00000075240	ENST00000490378	processed_transcript	0	0	0	22	0	0	0	0	0	0	0	10	0	11	0	0	0	0	0	0	0	0	0	0	0	1
GRAMD4P2	ENSG00000235992	ENST00000423297	processed_pseudogene	0	0	0	8	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	3
